time,sym,price,qty
0D16:57:05.088738000,x2,200.0535,365
0D16:57:05.098634000,x2,199.9542,386
0D16:57:05.098639000,x2,199.9389,387
0D16:57:05.109032000,x2,200.027,458
0D16:57:05.109037000,x2,199.9061,240
0D16:57:05.118473000,x2,199.998,160
0D16:57:05.118479000,x2,199.9532,251
0D16:57:05.128799000,x3,299.9982,409
0D16:57:05.128804000,x3,299.9171,163
0D16:57:05.138880000,x3,300.028,158
0D16:57:05.138885000,x3,300.083,44
0D16:57:05.148667000,x1,100.0208,476
0D16:57:05.148672000,x1,100.0231,487
0D16:57:05.159120000,x1,99.95127,57
0D16:57:05.159125000,x1,100.0007,176
0D16:57:05.168765000,x3,300.0014,404
0D16:57:05.168769000,x3,299.9455,20
0D16:57:05.178342000,x3,299.9245,338
0D16:57:05.178347000,x3,299.9136,455
0D16:57:05.188726000,x2,199.9977,428
0D16:57:05.188732000,x2,199.9296,265
0D16:57:05.198460000,x1,100.0254,173
0D16:57:05.198467000,x1,99.99468,180
0D16:57:05.219253000,x3,300.0037,328
0D16:57:05.219258000,x3,300.078,240
0D16:57:05.228824000,x1,100.0365,418
0D16:57:05.228829000,x1,99.95081,336
0D16:57:05.238682000,x2,200.0626,335
0D16:57:05.238699000,x2,199.9878,429
0D16:57:05.249117000,x1,100.0393,53
0D16:57:05.249132000,x1,99.94977,448
0D16:57:05.259043000,x1,99.90667,442
0D16:57:05.259058000,x1,99.99782,323
0D16:57:05.269821000,x2,200.0657,102
0D16:57:05.269837000,x2,199.9202,75
0D16:57:05.279679000,x3,299.9899,289
0D16:57:05.279695000,x3,300.004,488
0D16:57:05.289766000,x2,200.0274,360
0D16:57:05.289781000,x2,199.988,47
0D16:57:05.299253000,x3,300.0103,444
0D16:57:05.299265000,x3,300.0577,397
0D16:57:05.308874000,x1,100.0711,324
0D16:57:05.308883000,x1,100.0019,196
0D16:57:05.319394000,x1,99.98695,223
0D16:57:05.319402000,x1,99.91191,423
0D16:57:05.329416000,x1,99.93628,298
0D16:57:05.329426000,x1,100.0148,231
0D16:57:05.348525000,x3,299.9713,442
0D16:57:05.348529000,x3,299.9458,419
0D16:57:05.359039000,x3,300.0651,122
0D16:57:05.359043000,x3,300.0841,131
0D16:57:05.368724000,x2,199.9309,134
0D16:57:05.368728000,x2,199.9056,104
0D16:57:05.378843000,x2,199.9767,372
0D16:57:05.378848000,x2,200.0404,6
0D16:57:05.388502000,x1,99.98992,23
0D16:57:05.388506000,x1,99.92195,186
0D16:57:05.398634000,x1,99.9714,232
0D16:57:05.398639000,x1,99.9907,328
0D16:57:05.408870000,x1,100.0923,483
0D16:57:05.408885000,x1,100.0471,499
0D16:57:05.419638000,x3,299.9716,22
0D16:57:05.419652000,x3,300.0213,33
0D16:57:05.429817000,x1,100.029,390
0D16:57:05.429832000,x1,99.98792,144
0D16:57:05.439589000,x2,199.9792,499
0D16:57:05.439601000,x2,200.0477,178
0D16:57:05.458759000,x3,299.9829,383
0D16:57:05.458768000,x3,300.0173,468
0D16:57:05.469559000,x2,199.9789,94
0D16:57:05.469568000,x2,199.9356,238
0D16:57:05.479269000,x2,200.0949,250
0D16:57:05.479276000,x2,199.9617,167
0D16:57:05.488895000,x1,99.91363,251
0D16:57:05.488901000,x1,100.0088,373
0D16:57:05.498663000,x3,300.0378,41
0D16:57:05.498668000,x3,300.0286,68
0D16:57:05.508645000,x1,100.0435,330
0D16:57:05.508660000,x1,100.0276,380
0D16:57:05.519357000,x2,199.9873,364
0D16:57:05.519373000,x2,200.0001,180
0D16:57:05.529280000,x3,299.9819,40
0D16:57:05.529289000,x3,300.0395,140
0D16:57:05.539516000,x2,199.9549,256
0D16:57:05.539523000,x2,200.0812,479
0D16:57:05.549294000,x3,300.0524,13
0D16:57:05.549299000,x3,299.9742,498
0D16:57:05.558951000,x3,300.004,92
0D16:57:05.558955000,x3,299.9118,87
0D16:57:05.568377000,x1,99.93523,238
0D16:57:05.568381000,x1,99.90332,468
0D16:57:05.589184000,x1,99.92245,389
0D16:57:05.589200000,x1,100.0859,270
0D16:57:05.599016000,x2,199.9744,96
0D16:57:05.599030000,x2,200.0013,240
0D16:57:05.619759000,x3,299.9049,344
0D16:57:05.619768000,x3,299.9774,430
0D16:57:05.628463000,x2,200.0894,96
0D16:57:05.628469000,x2,200.0841,106
0D16:57:05.638530000,x2,199.9145,330
0D16:57:05.638535000,x2,200.0769,264
0D16:57:05.649129000,x1,99.98016,219
0D16:57:05.649134000,x1,100.0641,433
0D16:57:05.658324000,x2,199.9183,211
0D16:57:05.658327000,x2,199.9282,416
0D16:57:05.678894000,x3,299.9844,488
0D16:57:05.678898000,x3,300.0366,128
0D16:57:05.689466000,x1,100.0422,237
0D16:57:05.689471000,x1,99.94892,9
0D16:57:05.698774000,x1,99.98201,247
0D16:57:05.698779000,x1,99.99811,207
0D16:57:05.708708000,x1,100.0871,385
0D16:57:05.708712000,x1,99.95502,253
0D16:57:05.719596000,x3,299.9393,108
0D16:57:05.719601000,x3,300.0957,98
0D16:57:05.728378000,x2,200.0525,99
0D16:57:05.728384000,x2,199.9251,28
0D16:57:05.738745000,x3,299.9272,346
0D16:57:05.738751000,x3,300.0983,312
0D16:57:05.748556000,x3,299.9691,30
0D16:57:05.748571000,x3,299.9318,342
0D16:57:05.759271000,x3,299.9096,434
0D16:57:05.759286000,x3,299.9322,361
0D16:57:05.769095000,x3,300.0228,54
0D16:57:05.769105000,x3,300.0172,199
0D16:57:05.789147000,x2,199.9374,235
0D16:57:05.789150000,x2,199.9903,333
0D16:57:05.808667000,x2,199.9402,478
0D16:57:05.808672000,x2,200.0866,236
0D16:57:05.818591000,x2,199.9054,305
0D16:57:05.818596000,x2,199.9616,372
0D16:57:05.828361000,x2,200.0923,114
0D16:57:05.828367000,x2,199.9082,155
0D16:57:05.838713000,x2,200.0483,340
0D16:57:05.838717000,x2,200.0141,378
0D16:57:05.848709000,x3,300.0931,85
0D16:57:05.848716000,x3,300.0127,442
0D16:57:05.858667000,x1,100.0527,473
0D16:57:05.858674000,x1,100.0836,89
0D16:57:05.868534000,x1,100.0392,483
0D16:57:05.868541000,x1,100.0036,12
0D16:57:05.878937000,x3,300.0857,304
0D16:57:05.878944000,x3,299.9757,153
0D16:57:05.888618000,x3,299.9309,67
0D16:57:05.888623000,x3,299.9614,168
0D16:57:05.899264000,x1,99.93267,15
0D16:57:05.899279000,x1,99.9303,389
0D16:57:05.919551000,x2,199.9148,60
0D16:57:05.919564000,x2,199.9628,47
0D16:57:05.929490000,x2,199.9104,456
0D16:57:05.929500000,x2,199.9206,346
0D16:57:05.938686000,x3,299.9838,348
0D16:57:05.938697000,x3,299.996,390
0D16:57:05.948766000,x1,100.0328,195
0D16:57:05.948776000,x1,100.0276,199
0D16:57:05.958871000,x1,99.99083,42
0D16:57:05.958882000,x1,100.0744,129
0D16:57:05.968842000,x2,200.002,136
0D16:57:05.968854000,x2,199.9539,390
0D16:57:05.979845000,x3,300.085,376
0D16:57:05.979856000,x3,300.0186,123
0D16:57:05.988908000,x3,299.9787,278
0D16:57:05.988920000,x3,300.0774,415
0D16:57:05.998951000,x3,300.0207,346
0D16:57:05.998962000,x3,299.9163,24
0D16:57:06.009130000,x3,300.0556,421
0D16:57:06.009141000,x3,300.0048,390
0D16:57:06.018783000,x2,199.9365,310
0D16:57:06.018792000,x2,199.9023,4
0D16:57:06.038844000,x3,300.0257,467
0D16:57:06.038851000,x3,300.0205,201
0D16:57:06.048839000,x3,299.9553,478
0D16:57:06.048853000,x3,299.9925,205
0D16:57:06.059064000,x1,100.0831,176
0D16:57:06.059079000,x1,99.91426,384
0D16:57:06.069082000,x2,200.0144,298
0D16:57:06.069098000,x2,199.9463,320
0D16:57:06.079774000,x2,200.0681,319
0D16:57:06.079784000,x2,199.9248,341
0D16:57:06.088774000,x2,200.0718,330
0D16:57:06.088783000,x2,199.958,494
0D16:57:06.098692000,x3,300.0379,29
0D16:57:06.098701000,x3,300.057,28
0D16:57:06.109001000,x3,299.9573,107
0D16:57:06.109012000,x3,300.0549,248
0D16:57:06.119301000,x2,200.0253,251
0D16:57:06.119313000,x2,200.0284,206
0D16:57:06.129132000,x3,300.0429,151
0D16:57:06.129144000,x3,300.0637,312
0D16:57:06.139946000,x3,299.9162,195
0D16:57:06.139958000,x3,300.0335,237
0D16:57:06.149047000,x2,199.9436,153
0D16:57:06.149059000,x2,199.974,464
0D16:57:06.159390000,x2,200.0387,423
0D16:57:06.159402000,x2,200.0893,0
0D16:57:06.169192000,x2,199.9524,485
0D16:57:06.169204000,x2,199.9282,204
0D16:57:06.178873000,x3,300.0124,281
0D16:57:06.178884000,x3,300.0219,116
0D16:57:06.219303000,x2,199.9258,238
0D16:57:06.219314000,x2,200.0309,404
0D16:57:06.228834000,x1,100.0703,102
0D16:57:06.228839000,x1,100.0115,156
0D16:57:06.239113000,x1,100.087,428
0D16:57:06.239117000,x1,99.97237,472
0D16:57:06.249038000,x2,200.018,358
0D16:57:06.249041000,x2,199.9922,48
0D16:57:06.258449000,x2,200.0449,141
0D16:57:06.258453000,x2,200.0729,154
0D16:57:06.268387000,x3,300.0058,393
0D16:57:06.268391000,x3,300.0242,359
0D16:57:06.279310000,x3,299.9707,391
0D16:57:06.279315000,x3,300.0357,232
0D16:57:06.289140000,x1,99.96821,207
0D16:57:06.289145000,x1,100.0268,165
0D16:57:06.299066000,x1,99.92151,433
0D16:57:06.299071000,x1,99.9301,151
0D16:57:06.308487000,x3,300.061,32
0D16:57:06.308492000,x3,300.0953,247
0D16:57:06.318681000,x1,99.97152,340
0D16:57:06.318686000,x1,99.94418,146
0D16:57:06.338945000,x3,299.9035,325
0D16:57:06.338950000,x3,300.0969,286
0D16:57:06.349108000,x2,200.0951,8
0D16:57:06.349113000,x2,199.9472,246
0D16:57:06.358798000,x3,299.9578,140
0D16:57:06.358804000,x3,300.0635,134
0D16:57:06.368573000,x1,99.98772,20
0D16:57:06.368578000,x1,99.98573,254
0D16:57:06.379362000,x2,200.0305,124
0D16:57:06.379368000,x2,200.0965,207
0D16:57:06.389182000,x1,99.92254,153
0D16:57:06.389188000,x1,99.9194,62
0D16:57:06.408571000,x2,200.0369,498
0D16:57:06.408577000,x2,199.9696,44
0D16:57:06.418430000,x1,100.0698,218
0D16:57:06.418435000,x1,99.90631,22
0D16:57:06.428755000,x2,200.0882,449
0D16:57:06.428760000,x2,199.9404,236
0D16:57:06.449268000,x2,200.076,199
0D16:57:06.449282000,x2,200.031,374
0D16:57:06.458884000,x2,199.9531,84
0D16:57:06.458899000,x2,200.0081,149
0D16:57:06.469360000,x2,199.9315,360
0D16:57:06.469376000,x2,199.9025,80
0D16:57:06.479676000,x2,199.992,233
0D16:57:06.479681000,x2,200.0052,209
0D16:57:06.489319000,x1,99.99003,425
0D16:57:06.489323000,x1,99.9881,298
0D16:57:06.498758000,x3,300.0188,343
0D16:57:06.498763000,x3,300.0606,302
0D16:57:06.508719000,x3,300.0784,260
0D16:57:06.508723000,x3,299.9145,315
0D16:57:06.518710000,x3,300.0342,41
0D16:57:06.518714000,x3,299.9876,454
0D16:57:06.539527000,x3,300.0491,94
0D16:57:06.539531000,x3,300.0151,67
0D16:57:06.548312000,x1,99.99783,17
0D16:57:06.548316000,x1,100.0309,293
0D16:57:06.568464000,x2,200.0198,489
0D16:57:06.568469000,x2,199.946,180
0D16:57:06.578591000,x1,99.92732,241
0D16:57:06.578607000,x1,100.0618,463
0D16:57:06.589159000,x1,100.0697,41
0D16:57:06.589175000,x1,99.92211,218
0D16:57:06.599111000,x3,299.9656,16
0D16:57:06.599126000,x3,299.9342,26
0D16:57:06.619350000,x1,99.99812,47
0D16:57:06.619365000,x1,99.91768,129
0D16:57:06.629289000,x1,99.92592,431
0D16:57:06.629301000,x1,99.94041,293
0D16:57:06.638739000,x2,199.9488,189
0D16:57:06.638746000,x2,200.0289,244
0D16:57:06.649188000,x2,200.0599,311
0D16:57:06.649197000,x2,199.9796,169
0D16:57:06.658826000,x2,200.0388,366
0D16:57:06.658835000,x2,200.083,237
0D16:57:06.668951000,x3,299.9913,450
0D16:57:06.668959000,x3,299.919,42
0D16:57:06.679009000,x2,199.9979,234
0D16:57:06.679018000,x2,199.915,127
0D16:57:06.699239000,x3,299.9828,495
0D16:57:06.699243000,x3,299.9932,47
0D16:57:06.718751000,x1,100.0653,298
0D16:57:06.718755000,x1,99.94474,104
0D16:57:06.728410000,x2,200.0943,320
0D16:57:06.728416000,x2,199.9586,481
0D16:57:06.738685000,x3,300.0778,429
0D16:57:06.738691000,x3,300.0946,405
0D16:57:06.749050000,x1,100.075,243
0D16:57:06.749055000,x1,99.95661,363
0D16:57:06.758476000,x2,199.962,491
0D16:57:06.758481000,x2,199.9125,409
0D16:57:06.769240000,x1,99.91267,328
0D16:57:06.769246000,x1,100.0266,496
0D16:57:06.778839000,x1,100.0838,189
0D16:57:06.778844000,x1,100.0572,390
0D16:57:06.788572000,x3,299.9631,65
0D16:57:06.788577000,x3,300.0615,447
0D16:57:06.798777000,x1,99.91427,124
0D16:57:06.798782000,x1,100.0879,211
0D16:57:06.828952000,x1,100.0107,10
0D16:57:06.828957000,x1,99.91053,191
0D16:57:06.838596000,x2,200.0608,103
0D16:57:06.838612000,x2,199.9397,257
0D16:57:06.849708000,x2,199.997,125
0D16:57:06.849715000,x2,200.0715,286
0D16:57:06.859271000,x1,100.0367,415
0D16:57:06.859276000,x1,99.91474,175
0D16:57:06.869165000,x3,299.9189,41
0D16:57:06.869169000,x3,300.0124,119
0D16:57:06.878426000,x1,99.98971,321
0D16:57:06.878438000,x1,100.0199,384
0D16:57:06.888784000,x1,99.96819,483
0D16:57:06.888790000,x1,100.0511,8
0D16:57:06.898822000,x1,100.0005,341
0D16:57:06.898829000,x1,99.97984,89
0D16:57:06.908618000,x3,300.0984,140
0D16:57:06.908624000,x3,300.0077,156
0D16:57:06.918588000,x1,99.91262,39
0D16:57:06.918593000,x1,100.0195,161
0D16:57:06.928556000,x1,100.0732,470
0D16:57:06.928560000,x1,100.0405,347
0D16:57:06.938685000,x1,99.97496,451
0D16:57:06.938691000,x1,100.0799,418
0D16:57:06.948498000,x2,199.9738,490
0D16:57:06.948502000,x2,200.0985,489
0D16:57:06.958897000,x3,300.0026,107
0D16:57:06.958902000,x3,299.9678,422
0D16:57:06.968587000,x2,199.9609,24
0D16:57:06.968593000,x2,199.959,6
0D16:57:06.978750000,x3,300.0172,467
0D16:57:06.978756000,x3,299.9372,286
0D16:57:06.988805000,x1,99.97545,186
0D16:57:06.988809000,x1,100.0072,72
0D16:57:06.998631000,x1,100.0259,94
0D16:57:06.998639000,x1,100.0926,182
0D16:57:07.008884000,x3,300.0714,16
0D16:57:07.008890000,x3,299.9406,272
0D16:57:07.018676000,x3,300.0062,0
0D16:57:07.018683000,x3,300.0876,30
0D16:57:07.029399000,x3,300.0981,38
0D16:57:07.029404000,x3,299.9197,49
0D16:57:07.038753000,x3,300.0126,152
0D16:57:07.038757000,x3,299.9311,426
0D16:57:07.048793000,x2,200.0957,390
0D16:57:07.048799000,x2,200.0265,203
0D16:57:07.058830000,x3,299.9768,385
0D16:57:07.058848000,x3,300.022,154
0D16:57:07.069624000,x2,200.0003,402
0D16:57:07.069633000,x2,199.9217,222
0D16:57:07.079125000,x2,199.9792,309
0D16:57:07.079130000,x2,199.9175,240
0D16:57:07.088958000,x2,199.9611,306
0D16:57:07.088974000,x2,199.9461,310
0D16:57:07.098994000,x2,199.9044,488
0D16:57:07.099009000,x2,199.9046,306
0D16:57:07.109842000,x2,199.9812,127
0D16:57:07.109855000,x2,199.9299,364
0D16:57:07.118835000,x1,99.90504,85
0D16:57:07.118847000,x1,100.0984,428
0D16:57:07.129134000,x3,299.991,426
0D16:57:07.129139000,x3,300.0688,216
0D16:57:07.139018000,x3,299.9655,422
0D16:57:07.139058000,x3,299.9826,315
0D16:57:07.148837000,x3,299.9532,8
0D16:57:07.148842000,x3,299.9121,228
0D16:57:07.159142000,x1,100.0348,144
0D16:57:07.159156000,x1,100.0948,231
0D16:57:07.169153000,x2,200.0273,352
0D16:57:07.169169000,x2,200.014,485
0D16:57:07.179153000,x2,200.0955,22
0D16:57:07.179166000,x2,199.9866,358
0D16:57:07.199145000,x1,99.90625,213
0D16:57:07.199155000,x1,100.0221,168
0D16:57:07.209276000,x1,100.0794,286
0D16:57:07.209291000,x1,99.92288,195
0D16:57:07.219073000,x1,99.93165,316
0D16:57:07.219080000,x1,100.0959,381
0D16:57:07.229072000,x2,199.985,202
0D16:57:07.229081000,x2,200.0655,110
0D16:57:07.239028000,x1,100.0962,368
0D16:57:07.239037000,x1,100.0748,77
0D16:57:07.249128000,x3,299.9186,420
0D16:57:07.249139000,x3,300.0377,230
0D16:57:07.259052000,x1,100.0257,374
0D16:57:07.259065000,x1,99.95449,50
0D16:57:07.268969000,x3,300.0106,129
0D16:57:07.268976000,x3,299.9362,130
0D16:57:07.278881000,x3,299.9927,53
0D16:57:07.278885000,x3,300.0614,105
0D16:57:07.288285000,x1,99.92527,102
0D16:57:07.288293000,x1,99.99813,223
0D16:57:07.299286000,x2,199.9698,219
0D16:57:07.299295000,x2,199.9617,71
0D16:57:07.309350000,x2,200.0221,223
0D16:57:07.309361000,x2,200.0904,450
0D16:57:07.319268000,x2,199.9622,472
0D16:57:07.319273000,x2,200.0191,335
0D16:57:07.328493000,x1,100.0935,50
0D16:57:07.328497000,x1,99.95501,280
0D16:57:07.338983000,x2,199.9277,467
0D16:57:07.338990000,x2,200.0498,177
0D16:57:07.348934000,x2,200.0665,408
0D16:57:07.348943000,x2,199.9983,409
0D16:57:07.359216000,x1,100.0563,187
0D16:57:07.359225000,x1,99.9166,285
0D16:57:07.369239000,x1,99.9099,477
0D16:57:07.369253000,x1,100.061,135
0D16:57:07.379819000,x1,99.98953,80
0D16:57:07.379833000,x1,100.0571,339
0D16:57:07.388776000,x1,100.0484,34
0D16:57:07.388787000,x1,100.0715,17
0D16:57:07.398754000,x1,100.0459,439
0D16:57:07.398762000,x1,99.9659,174
0D16:57:07.408872000,x1,100.0645,497
0D16:57:07.408879000,x1,99.99537,308
0D16:57:07.418490000,x3,300.0809,349
0D16:57:07.418497000,x3,299.9089,28
0D16:57:07.428604000,x1,100.0004,30
0D16:57:07.428611000,x1,99.93208,277
0D16:57:07.438948000,x1,99.95519,169
0D16:57:07.438955000,x1,100.0265,416
0D16:57:07.449150000,x3,300.0534,388
0D16:57:07.449162000,x3,300.0091,175
0D16:57:07.459190000,x3,299.9925,119
0D16:57:07.459202000,x3,300.0523,192
0D16:57:07.469576000,x2,200.0983,346
0D16:57:07.469590000,x2,200.0823,244
0D16:57:07.479146000,x1,100.0513,345
0D16:57:07.479161000,x1,99.98595,27
0D16:57:07.489421000,x3,300.0405,142
0D16:57:07.489436000,x3,300.0179,41
0D16:57:07.499082000,x2,199.9018,130
0D16:57:07.499091000,x2,199.9484,67
0D16:57:07.509119000,x2,199.9586,495
0D16:57:07.509127000,x2,199.9104,142
0D16:57:07.519127000,x2,199.9568,483
0D16:57:07.519138000,x2,200.0868,121
0D16:57:07.529177000,x2,200.0212,242
0D16:57:07.529181000,x2,199.9878,326
0D16:57:07.539677000,x3,300.0609,140
0D16:57:07.539681000,x3,299.9329,381
0D16:57:07.548400000,x1,99.91193,130
0D16:57:07.548416000,x1,100.0879,124
0D16:57:07.559555000,x3,300.058,486
0D16:57:07.559570000,x3,300.005,203
0D16:57:07.570020000,x2,200.0695,464
0D16:57:07.570037000,x2,199.9597,462
0D16:57:07.579074000,x2,199.944,137
0D16:57:07.579090000,x2,200.0496,445
0D16:57:07.589704000,x3,299.957,281
0D16:57:07.589719000,x3,299.993,178
0D16:57:07.599908000,x3,299.9168,127
0D16:57:07.599920000,x3,299.9512,139
0D16:57:07.609678000,x1,99.97722,426
0D16:57:07.609686000,x1,100.0045,183
0D16:57:07.618527000,x1,99.96001,328
0D16:57:07.618534000,x1,100.0881,284
0D16:57:07.628525000,x3,299.9402,377
0D16:57:07.628533000,x3,299.9724,128
0D16:57:07.638548000,x2,200.0051,433
0D16:57:07.638557000,x2,199.9576,273
0D16:57:07.648562000,x2,199.9811,102
0D16:57:07.648591000,x2,200.0157,27
0D16:57:07.658974000,x1,100.0363,92
0D16:57:07.658990000,x1,100.0176,356
0D16:57:07.669404000,x3,299.9241,43
0D16:57:07.669419000,x3,299.9317,462
0D16:57:07.679372000,x3,300.0645,418
0D16:57:07.679388000,x3,299.9417,124
0D16:57:07.689014000,x3,300.048,10
0D16:57:07.689024000,x3,300.0216,452
0D16:57:07.699247000,x3,299.9737,311
0D16:57:07.699256000,x3,299.9886,304
0D16:57:07.709248000,x1,99.93495,479
0D16:57:07.709258000,x1,99.97715,7
0D16:57:07.719555000,x1,99.90845,392
0D16:57:07.719564000,x1,99.95233,201
0D16:57:07.729425000,x2,199.9663,180
0D16:57:07.729435000,x2,199.9858,382
0D16:57:07.739233000,x2,200.0193,12
0D16:57:07.739241000,x2,199.9873,484
0D16:57:07.749167000,x2,199.9671,152
0D16:57:07.749174000,x2,199.9243,462
0D16:57:07.759105000,x3,300.0231,7
0D16:57:07.759112000,x3,300.0798,188
0D16:57:07.779459000,x3,299.9571,113
0D16:57:07.779468000,x3,299.9301,395
0D16:57:07.789558000,x2,199.9319,74
0D16:57:07.789562000,x2,200.0414,352
0D16:57:07.799144000,x1,100.0239,265
0D16:57:07.799148000,x1,100.054,336
0D16:57:07.808293000,x2,200.094,247
0D16:57:07.808297000,x2,199.9979,450
0D16:57:07.819238000,x2,200.0544,160
0D16:57:07.819242000,x2,200.0675,228
0D16:57:07.828884000,x1,100.0577,261
0D16:57:07.828890000,x1,99.94224,200
0D16:57:07.838783000,x3,300.0871,236
0D16:57:07.838798000,x3,299.9046,445
0D16:57:07.858939000,x1,100.0113,434
0D16:57:07.858950000,x1,99.91818,457
0D16:57:07.869670000,x3,299.9262,270
0D16:57:07.869679000,x3,299.9951,244
0D16:57:07.878919000,x3,300.0602,467
0D16:57:07.878925000,x3,299.979,432
0D16:57:07.888683000,x3,300.084,445
0D16:57:07.888689000,x3,299.9921,101
0D16:57:07.899295000,x2,200.0281,213
0D16:57:07.899301000,x2,200.0465,212
0D16:57:07.908609000,x2,199.9495,139
0D16:57:07.908614000,x2,199.9283,10
0D16:57:07.918804000,x2,199.9047,337
0D16:57:07.918809000,x2,200.02,83
0D16:57:07.928653000,x3,299.9317,439
0D16:57:07.928657000,x3,300.0932,381
0D16:57:07.939485000,x1,100.0337,10
0D16:57:07.939489000,x1,100.0374,220
0D16:57:07.948913000,x1,100.0129,262
0D16:57:07.948929000,x1,99.99566,25
0D16:57:07.969832000,x2,199.9487,455
0D16:57:07.969848000,x2,200.0188,193
0D16:57:07.979539000,x3,300.0199,281
0D16:57:07.979553000,x3,300.0867,67
0D16:57:07.989749000,x3,299.9489,121
0D16:57:07.989762000,x3,299.902,369
0D16:57:07.999953000,x3,299.9401,6
0D16:57:07.999968000,x3,300.0865,489
0D16:57:08.008978000,x1,100.0976,398
0D16:57:08.008994000,x1,99.98523,343
0D16:57:08.019923000,x2,200.0876,245
0D16:57:08.019938000,x2,199.9927,403
0D16:57:08.029403000,x1,99.90077,300
0D16:57:08.029419000,x1,99.92547,40
0D16:57:08.038951000,x1,100.0362,417
0D16:57:08.038960000,x1,99.93271,155
0D16:57:08.048957000,x3,300.0747,82
0D16:57:08.048965000,x3,300.0278,225
0D16:57:08.058565000,x1,100.0186,54
0D16:57:08.058570000,x1,99.92082,82
0D16:57:08.068754000,x2,200.0506,318
0D16:57:08.068758000,x2,200.0689,178
0D16:57:08.088687000,x1,100.0189,474
0D16:57:08.088691000,x1,100.0565,381
0D16:57:08.098463000,x1,99.91789,48
0D16:57:08.098467000,x1,99.94904,129
0D16:57:08.108904000,x1,99.94773,213
0D16:57:08.108909000,x1,100.0292,94
0D16:57:08.118395000,x2,199.9004,163
0D16:57:08.118401000,x2,199.9116,7
0D16:57:08.128394000,x1,99.93698,244
0D16:57:08.128399000,x1,99.92536,331
0D16:57:08.138340000,x2,200.0164,324
0D16:57:08.138346000,x2,200.0032,337
0D16:57:08.148668000,x3,299.9168,266
0D16:57:08.148674000,x3,299.9951,307
0D16:57:08.168734000,x1,100.0468,325
0D16:57:08.168741000,x1,100.0416,132
0D16:57:08.178877000,x2,199.9519,416
0D16:57:08.178881000,x2,200.0403,118
0D16:57:08.188611000,x2,200.0367,117
0D16:57:08.188616000,x2,200.0238,441
0D16:57:08.198852000,x2,200.0464,69
0D16:57:08.198857000,x2,200.0766,155
0D16:57:08.208712000,x1,100.0834,195
0D16:57:08.208717000,x1,100.0089,326
0D16:57:08.219062000,x1,100.021,405
0D16:57:08.219067000,x1,99.97393,407
0D16:57:08.228902000,x1,99.90857,198
0D16:57:08.228906000,x1,99.93839,445
0D16:57:08.258464000,x3,299.9239,434
0D16:57:08.258468000,x3,300.035,376
0D16:57:08.268757000,x1,99.95599,154
0D16:57:08.268761000,x1,99.91232,75
0D16:57:08.278821000,x2,200.0547,409
0D16:57:08.278826000,x2,200.0537,173
0D16:57:08.288881000,x1,99.91618,345
0D16:57:08.288886000,x1,100.0302,28
0D16:57:08.298778000,x1,99.92717,234
0D16:57:08.298783000,x1,99.94997,290
0D16:57:08.308731000,x2,200.0553,19
0D16:57:08.308736000,x2,200.0876,2
0D16:57:08.318525000,x2,200.0797,328
0D16:57:08.318532000,x2,199.9258,223
0D16:57:08.328497000,x3,299.9952,467
0D16:57:08.328501000,x3,300.0341,258
0D16:57:08.339071000,x3,299.9582,269
0D16:57:08.339076000,x3,299.9701,36
0D16:57:08.348496000,x2,200.0261,362
0D16:57:08.348501000,x2,200.0983,223
0D16:57:08.358810000,x3,300.0266,170
0D16:57:08.358815000,x3,300.071,233
0D16:57:08.368574000,x1,100.0729,18
0D16:57:08.368579000,x1,99.99594,337
0D16:57:08.378543000,x2,200.0081,220
0D16:57:08.378556000,x2,200.0713,409
0D16:57:08.389375000,x2,199.9531,326
0D16:57:08.389382000,x2,199.9008,31
0D16:57:08.399054000,x3,300.0474,217
0D16:57:08.399060000,x3,299.98,228
0D16:57:08.408438000,x2,200.0029,300
0D16:57:08.408453000,x2,199.9745,291
0D16:57:08.419474000,x2,199.9324,477
0D16:57:08.419483000,x2,199.9735,308
0D16:57:08.428830000,x3,300.0925,229
0D16:57:08.428835000,x3,299.987,269
0D16:57:08.438543000,x3,299.928,132
0D16:57:08.438557000,x3,300.0641,272
0D16:57:08.449073000,x2,200.0481,127
0D16:57:08.449080000,x2,200.059,15
0D16:57:08.458776000,x1,99.90388,465
0D16:57:08.458780000,x1,99.97171,260
0D16:57:08.468651000,x3,300.0557,201
0D16:57:08.468668000,x3,299.9577,19
0D16:57:08.478734000,x2,200.0544,309
0D16:57:08.478739000,x2,200.0407,378
0D16:57:08.498334000,x2,200.0621,247
0D16:57:08.498338000,x2,199.9198,287
0D16:57:08.508435000,x1,99.92917,212
0D16:57:08.508452000,x1,99.97051,472
0D16:57:08.519368000,x1,99.94016,69
0D16:57:08.519380000,x1,100.04,222
0D16:57:08.529589000,x3,300.0318,111
0D16:57:08.529596000,x3,300.012,195
0D16:57:08.549129000,x2,199.927,428
0D16:57:08.549132000,x2,199.9575,100
0D16:57:08.568636000,x1,99.94206,170
0D16:57:08.568641000,x1,100.0763,392
0D16:57:08.579167000,x2,199.954,185
0D16:57:08.579172000,x2,200.09,59
0D16:57:08.588410000,x1,99.92435,374
0D16:57:08.588414000,x1,100.0037,62
0D16:57:08.599203000,x1,100.0984,376
0D16:57:08.599207000,x1,99.9547,290
0D16:57:08.609078000,x2,199.9799,402
0D16:57:08.609083000,x2,199.9212,237
0D16:57:08.618716000,x1,99.94068,497
